"# CarMaker trajectory export, merged from Orientations_1.xls + Translations_2.xls"
"# Frame: ISO 8855 (X forward, Y left, Z up). Units: time=s, tx/ty/tz=m, pitch/roll/yaw=deg"
# Trailing repeated end-of-sim samples have been removed via dedup-by-time.
time_s,tx_m,ty_m,tz_m,pitch_deg,roll_deg,yaw_deg
51.240000,-1259.871460,-94.962975,0.000000,0.508715,-1.408812,200.598427
51.250000,-1260.088135,-95.045769,0.000000,0.506130,-1.410266,200.527011
51.260000,-1260.304810,-95.128235,0.000000,0.503556,-1.411705,200.455485
51.270000,-1260.521484,-95.210388,0.000000,0.500993,-1.413133,200.383823
51.280000,-1260.738159,-95.292229,0.000000,0.498442,-1.414550,200.312037
51.290000,-1260.954834,-95.373741,0.000000,0.495904,-1.415959,200.240143
51.300000,-1261.171509,-95.454941,0.000000,0.493378,-1.417362,200.168112
51.310000,-1261.388184,-95.535820,0.000000,0.490864,-1.418760,200.095957
51.320000,-1261.604736,-95.616379,0.000000,0.488363,-1.420156,200.023680
51.330000,-1261.821411,-95.696617,0.000000,0.485874,-1.421550,199.951280
51.340000,-1262.038086,-95.776543,0.000000,0.483397,-1.422946,199.878744
51.350000,-1262.254639,-95.856148,0.000000,0.480932,-1.424343,199.806084
51.360000,-1262.471313,-95.935432,0.000000,0.478478,-1.425744,199.733288
51.370000,-1262.687866,-96.014397,0.000000,0.476035,-1.427150,199.660355
51.380000,-1262.904541,-96.093048,0.000000,0.473603,-1.428563,199.587300
51.390000,-1263.121094,-96.171371,0.000000,0.471182,-1.429984,199.514107
51.400000,-1263.337769,-96.249382,0.000000,0.468770,-1.431414,199.440778
51.410000,-1263.554321,-96.327072,0.000000,0.466368,-1.432855,199.367313
51.420000,-1263.770996,-96.404442,0.000000,0.463975,-1.434307,199.293711
51.430000,-1263.987549,-96.481491,0.000000,0.461591,-1.435772,199.219972
51.440000,-1264.204224,-96.558220,0.000000,0.459214,-1.437251,199.146097
51.450000,-1264.420776,-96.634628,0.000000,0.456846,-1.438744,199.072071
51.460000,-1264.637451,-96.710724,0.000000,0.454485,-1.440252,198.997909
51.470000,-1264.854004,-96.786491,0.000000,0.452130,-1.441777,198.923610
51.480000,-1265.070679,-96.861938,0.000000,0.449782,-1.443319,198.849175
51.490000,-1265.287231,-96.937073,0.000000,0.447440,-1.444878,198.774589
51.500000,-1265.503906,-97.011879,0.000000,0.445103,-1.446456,198.699853
51.510000,-1265.720459,-97.086372,0.000000,0.442772,-1.448052,198.624981
51.520000,-1265.937134,-97.160538,0.000000,0.440445,-1.449668,198.549958
51.530000,-1266.153687,-97.234390,0.000000,0.438122,-1.451303,198.474785
51.540000,-1266.370361,-97.307915,0.000000,0.435804,-1.452958,198.399461
51.550000,-1266.586914,-97.381119,0.000000,0.433489,-1.454633,198.324001
51.560000,-1266.803589,-97.454002,0.000000,0.431177,-1.456329,198.248391
51.570000,-1267.020264,-97.526566,0.000000,0.428869,-1.458044,198.172617
51.580000,-1267.236938,-97.598808,0.000000,0.426563,-1.459781,198.096706
51.590000,-1267.453491,-97.670731,0.000000,0.424260,-1.461539,198.020632
51.600000,-1267.670166,-97.742325,0.000000,0.421960,-1.463317,197.944407
51.610000,-1267.886841,-97.813599,0.000000,0.419661,-1.465116,197.868032
51.620000,-1268.103516,-97.884552,0.000000,0.417364,-1.466937,197.791506
51.630000,-1268.320190,-97.955185,0.000000,0.415069,-1.468779,197.714817
51.640000,-1268.536865,-98.025490,0.000000,0.412775,-1.470642,197.637977
51.650000,-1268.753540,-98.095474,0.000000,0.410482,-1.472526,197.560974
51.660000,-1268.970337,-98.165138,0.000000,0.408191,-1.474431,197.483820
51.670000,-1269.187012,-98.234474,0.000000,0.405903,-1.476355,197.406502
51.680000,-1269.403687,-98.303490,0.000000,0.403619,-1.478299,197.329034
51.690000,-1269.620483,-98.372185,0.000000,0.401339,-1.480263,197.251389
51.700000,-1269.837158,-98.440552,0.000000,0.399063,-1.482245,197.173593
51.710000,-1270.053955,-98.508591,0.000000,0.396792,-1.484246,197.095633
51.720000,-1270.270630,-98.576309,0.000000,0.394524,-1.486265,197.017509
51.730000,-1270.487427,-98.643700,0.000000,0.392259,-1.488303,196.939222
51.740000,-1270.704224,-98.710770,0.000000,0.389997,-1.490359,196.860770
51.750000,-1270.921021,-98.777512,0.000000,0.387736,-1.492433,196.782154
51.760000,-1271.137817,-98.843933,0.000000,0.385475,-1.494525,196.703375
51.770000,-1271.354614,-98.910019,0.000000,0.383214,-1.496636,196.624432
51.780000,-1271.571533,-98.975784,0.000000,0.380953,-1.498765,196.545311
51.790000,-1271.788330,-99.041222,0.000000,0.378690,-1.500913,196.466026
51.800000,-1272.005249,-99.106339,0.000000,0.376425,-1.503078,196.386577
51.810000,-1272.222046,-99.171120,0.000000,0.374157,-1.505262,196.306951
51.820000,-1272.438965,-99.235580,0.000000,0.371886,-1.507464,196.227161
51.830000,-1272.655884,-99.299713,0.000000,0.369612,-1.509685,196.147206
51.840000,-1272.872803,-99.363510,0.000000,0.367335,-1.511925,196.067075
51.850000,-1273.089722,-99.426987,0.000000,0.365054,-1.514185,195.986779
51.860000,-1273.306641,-99.490135,0.000000,0.362770,-1.516464,195.906306
51.870000,-1273.523682,-99.552948,0.000000,0.360482,-1.518763,195.825655
51.880000,-1273.740601,-99.615440,0.000000,0.358190,-1.521082,195.744840
51.890000,-1273.957642,-99.677597,0.000000,0.355895,-1.523421,195.663848
51.900000,-1274.174683,-99.739426,0.000000,0.353598,-1.525780,195.582691
51.910000,-1274.391724,-99.800919,0.000000,0.351297,-1.528158,195.501357
51.920000,-1274.608765,-99.862091,0.000000,0.348994,-1.530555,195.419846
51.930000,-1274.825806,-99.922928,0.000000,0.346689,-1.532971,195.338157
51.940000,-1275.042969,-99.983429,0.000000,0.344383,-1.535406,195.256290
51.950000,-1275.260132,-100.043610,0.000000,0.342075,-1.537858,195.174246
51.960000,-1275.477173,-100.103447,0.000000,0.339768,-1.540329,195.092038
51.970000,-1275.694336,-100.162956,0.000000,0.337460,-1.542816,195.009638
51.980000,-1275.911621,-100.222137,0.000000,0.335152,-1.545320,194.927061
51.990000,-1276.128784,-100.280983,0.000000,0.332846,-1.547840,194.844320
52.000000,-1276.345947,-100.339493,0.000000,0.330542,-1.550376,194.761388
52.010000,-1276.563232,-100.397667,0.000000,0.328239,-1.552926,194.678279
52.020000,-1276.780518,-100.455505,0.000000,0.325940,-1.555491,194.594991
52.030000,-1276.997803,-100.513016,0.000000,0.323645,-1.558070,194.511513
52.040000,-1277.215088,-100.570190,0.000000,0.321353,-1.560661,194.427870
52.050000,-1277.432495,-100.627029,0.000000,0.319067,-1.563265,194.344036
52.060000,-1277.649780,-100.683525,0.000000,0.316785,-1.565881,194.260025
52.070000,-1277.867188,-100.739693,0.000000,0.314510,-1.568509,194.175823
52.080000,-1278.084595,-100.795517,0.000000,0.312242,-1.571147,194.091456
52.090000,-1278.302124,-100.851013,0.000000,0.309981,-1.573795,194.006885
52.100000,-1278.519531,-100.906166,0.000000,0.307728,-1.576454,193.922149
52.110000,-1278.737061,-100.960983,0.000000,0.305483,-1.579121,193.837223
52.120000,-1278.954590,-101.015457,0.000000,0.303247,-1.581797,193.752119
52.130000,-1279.172119,-101.069595,0.000000,0.301022,-1.584482,193.666823
52.140000,-1279.389648,-101.123390,0.000000,0.298806,-1.587174,193.581337
52.150000,-1279.607178,-101.176849,0.000000,0.296601,-1.589873,193.495686
52.160000,-1279.824829,-101.229973,0.000000,0.294408,-1.592580,193.409844
52.170000,-1280.042480,-101.282745,0.000000,0.292227,-1.595292,193.323811
52.180000,-1280.260132,-101.335182,0.000000,0.290058,-1.598011,193.237600
52.190000,-1280.477905,-101.387276,0.000000,0.287902,-1.600735,193.151199
52.200000,-1280.695557,-101.439034,0.000000,0.285759,-1.603464,193.064619
52.210000,-1280.913330,-101.490440,0.000000,0.283630,-1.606198,192.977862
52.220000,-1281.131104,-101.541512,0.000000,0.281516,-1.608937,192.890914
52.230000,-1281.348999,-101.592232,0.000000,0.279416,-1.611679,192.803774
52.240000,-1281.566772,-101.642609,0.000000,0.277331,-1.614425,192.716457
52.250000,-1281.784668,-101.692650,0.000000,0.275261,-1.617174,192.628962
52.260000,-1282.002563,-101.742340,0.000000,0.273208,-1.619927,192.541276
52.270000,-1282.220459,-101.791679,0.000000,0.271170,-1.622681,192.453413
52.280000,-1282.438477,-101.840683,0.000000,0.269148,-1.625438,192.365372
52.290000,-1282.656372,-101.889336,0.000000,0.267144,-1.628196,192.277139
52.300000,-1282.874390,-101.937637,0.000000,0.265156,-1.630956,192.188729
52.310000,-1283.092529,-101.985596,0.000000,0.263185,-1.633717,192.100142
52.320000,-1283.310547,-102.033203,0.000000,0.261231,-1.636478,192.011363
52.330000,-1283.528687,-102.080467,0.000000,0.259294,-1.639239,191.922406
52.340000,-1283.746826,-102.127380,0.000000,0.257377,-1.641999,191.833286
52.350000,-1283.964966,-102.173943,0.000000,0.255489,-1.644757,191.743975
52.360000,-1284.183105,-102.220154,0.000000,0.253646,-1.647512,191.654472
52.370000,-1284.401367,-102.266014,0.000000,0.251860,-1.650264,191.564805
52.380000,-1284.619629,-102.311531,0.000000,0.250144,-1.653009,191.474961
52.390000,-1284.837891,-102.356689,0.000000,0.248507,-1.655746,191.384939
52.400000,-1285.056152,-102.401497,0.000000,0.246957,-1.658471,191.294739
52.410000,-1285.274536,-102.445946,0.000000,0.245498,-1.661179,191.204349
52.420000,-1285.492920,-102.490051,0.000000,0.244133,-1.663866,191.113780
52.430000,-1285.711304,-102.533798,0.000000,0.242864,-1.666528,191.023048
52.440000,-1285.929688,-102.577187,0.000000,0.241691,-1.669159,190.932125
52.450000,-1286.148071,-102.620224,0.000000,0.240613,-1.671756,190.841010
52.460000,-1286.366577,-102.662903,0.000000,0.239627,-1.674317,190.749731
52.470000,-1286.584961,-102.705231,0.000000,0.238732,-1.676841,190.658261
52.480000,-1286.803467,-102.747200,0.000000,0.237923,-1.679327,190.566614
52.490000,-1287.021973,-102.788811,0.000000,0.237199,-1.681777,190.474789
52.500000,-1287.240601,-102.830063,0.000000,0.236556,-1.684193,190.382786
52.510000,-1287.459106,-102.870964,0.000000,0.235988,-1.686578,190.290606
52.520000,-1287.677734,-102.911499,0.000000,0.235494,-1.688934,190.198248
52.530000,-1287.896362,-102.951675,0.000000,0.235067,-1.691265,190.105713
52.540000,-1288.114990,-102.991493,0.000000,0.234705,-1.693576,190.013000
52.550000,-1288.333618,-103.030952,0.000000,0.234402,-1.695870,189.920109
52.560000,-1288.552246,-103.070045,0.000000,0.234156,-1.698151,189.827055
52.570000,-1288.770996,-103.108788,0.000000,0.233961,-1.700423,189.733836
52.580000,-1288.989624,-103.147156,0.000000,0.233813,-1.702690,189.640440
52.590000,-1289.208374,-103.185165,0.000000,0.233710,-1.704955,189.546880
52.600000,-1289.427124,-103.222816,0.000000,0.233646,-1.707220,189.453143
52.610000,-1289.645874,-103.260101,0.000000,0.233619,-1.709488,189.359255
52.620000,-1289.864624,-103.297020,0.000000,0.233624,-1.711761,189.265203
52.630000,-1290.083374,-103.333580,0.000000,0.233660,-1.714038,189.170988
52.640000,-1290.302246,-103.369766,0.000000,0.233722,-1.716321,189.076608
52.650000,-1290.520996,-103.405594,0.000000,0.233808,-1.718611,188.982078
52.660000,-1290.739868,-103.441055,0.000000,0.233915,-1.720907,188.887384
52.670000,-1290.958618,-103.476143,0.000000,0.234041,-1.723210,188.792554
52.680000,-1291.177490,-103.510872,0.000000,0.234184,-1.725519,188.697560
52.690000,-1291.396362,-103.545235,0.000000,0.234341,-1.727836,188.602415
52.700000,-1291.615234,-103.579224,0.000000,0.234511,-1.730159,188.507134
52.710000,-1291.834106,-103.612846,0.000000,0.234691,-1.732488,188.411703
52.720000,-1292.053101,-103.646103,0.000000,0.234881,-1.734822,188.316121
52.730000,-1292.271973,-103.678986,0.000000,0.235079,-1.737161,188.220416
52.740000,-1292.490845,-103.711502,0.000000,0.235283,-1.739503,188.124562
52.750000,-1292.709839,-103.743645,0.000000,0.235493,-1.741847,188.028584
52.760000,-1292.928711,-103.775421,0.000000,0.235708,-1.744192,187.932469
52.770000,-1293.147705,-103.806824,0.000000,0.235925,-1.746536,187.836218
52.780000,-1293.366699,-103.837860,0.000000,0.236146,-1.748877,187.739844
52.790000,-1293.585571,-103.868523,0.000000,0.236368,-1.751213,187.643347
52.800000,-1293.804565,-103.898811,0.000000,0.236592,-1.753543,187.546714
52.810000,-1294.023560,-103.928726,0.000000,0.236817,-1.755865,187.449971
52.820000,-1294.242554,-103.958275,0.000000,0.237041,-1.758175,187.353119
52.830000,-1294.461548,-103.987442,0.000000,0.237266,-1.760474,187.256144
52.840000,-1294.680542,-104.016243,0.000000,0.237490,-1.762758,187.159046
52.850000,-1294.899536,-104.044662,0.000000,0.237713,-1.765026,187.061852
52.860000,-1295.118530,-104.072716,0.000000,0.237935,-1.767276,186.964536
52.870000,-1295.337524,-104.100388,0.000000,0.238156,-1.769505,186.867124
52.880000,-1295.556519,-104.127686,0.000000,0.238375,-1.771712,186.769602
52.890000,-1295.775513,-104.154610,0.000000,0.238592,-1.773896,186.671985
52.900000,-1295.994507,-104.181160,0.000000,0.238806,-1.776054,186.574259
52.910000,-1296.213501,-104.207329,0.000000,0.239016,-1.778185,186.476437
52.920000,-1296.432495,-104.233124,0.000000,0.239217,-1.780288,186.378533
52.930000,-1296.651489,-104.258545,0.000000,0.239405,-1.782363,186.280520
52.940000,-1296.870483,-104.283585,0.000000,0.239574,-1.784408,186.182425
52.950000,-1297.089478,-104.308250,0.000000,0.239718,-1.786425,186.084247
52.960000,-1297.308472,-104.332535,0.000000,0.239829,-1.788412,185.985975
52.970000,-1297.527344,-104.356445,0.000000,0.239899,-1.790372,185.887620
52.980000,-1297.746338,-104.379974,0.000000,0.239923,-1.792305,185.789183
52.990000,-1297.965332,-104.403130,0.000000,0.239894,-1.794213,185.690665
53.000000,-1298.184326,-104.425903,0.000000,0.239806,-1.796098,185.592078
53.010000,-1298.403320,-104.448296,0.000000,0.239654,-1.797962,185.493422
53.020000,-1298.622314,-104.470314,0.000000,0.239433,-1.799807,185.394699
53.030000,-1298.841309,-104.491943,0.000000,0.239141,-1.801634,185.295893
53.040000,-1299.060303,-104.513199,0.000000,0.238774,-1.803446,185.197033
53.050000,-1299.279175,-104.534081,0.000000,0.238330,-1.805242,185.098118
53.060000,-1299.498169,-104.554573,0.000000,0.237807,-1.807023,184.999149
53.070000,-1299.717163,-104.574684,0.000000,0.237206,-1.808790,184.900111
53.080000,-1299.936035,-104.594421,0.000000,0.236525,-1.810543,184.801032
53.090000,-1300.155029,-104.613777,0.000000,0.235765,-1.812279,184.701899
53.100000,-1300.374023,-104.632744,0.000000,0.234926,-1.813999,184.602725
53.110000,-1300.592896,-104.651337,0.000000,0.234011,-1.815699,184.503509
53.120000,-1300.811890,-104.669548,0.000000,0.233021,-1.817379,184.404239
53.130000,-1301.030884,-104.687370,0.000000,0.231963,-1.819034,184.304942
53.140000,-1301.249756,-104.704819,0.000000,0.230842,-1.820661,184.205604
53.150000,-1301.468750,-104.721878,0.000000,0.229663,-1.822255,184.106238
53.160000,-1301.687622,-104.738556,0.000000,0.228432,-1.823811,184.006845
53.170000,-1301.906494,-104.754860,0.000000,0.227154,-1.825325,183.907411
53.180000,-1302.125488,-104.770775,0.000000,0.225833,-1.826792,183.807950
53.190000,-1302.344360,-104.786308,0.000000,0.224473,-1.828208,183.708462
53.200000,-1302.563232,-104.801460,0.000000,0.223078,-1.829570,183.608946
53.210000,-1302.782104,-104.816223,0.000000,0.221652,-1.830876,183.509403
53.220000,-1303.001099,-104.830612,0.000000,0.220197,-1.832122,183.409846
53.230000,-1303.219971,-104.844612,0.000000,0.218718,-1.833309,183.310262
53.240000,-1303.438843,-104.858231,0.000000,0.217217,-1.834435,183.210664
53.250000,-1303.657715,-104.871468,0.000000,0.215696,-1.835498,183.111039
53.260000,-1303.876587,-104.884315,0.000000,0.214158,-1.836499,183.011386
53.270000,-1304.095337,-104.896790,0.000000,0.212605,-1.837439,182.911734
53.280000,-1304.314209,-104.908875,0.000000,0.211040,-1.838317,182.812054
53.290000,-1304.533081,-104.920570,0.000000,0.209466,-1.839133,182.712361
53.300000,-1304.751953,-104.931892,0.000000,0.207886,-1.839890,182.612653
53.310000,-1304.970703,-104.942825,0.000000,0.206302,-1.840587,182.512933
53.320000,-1305.189575,-104.953377,0.000000,0.204716,-1.841227,182.413198
53.330000,-1305.408325,-104.963547,0.000000,0.203129,-1.841809,182.313450
53.340000,-1305.627075,-104.973328,0.000000,0.201545,-1.842337,182.213688
53.350000,-1305.845947,-104.982727,0.000000,0.199963,-1.842810,182.113927
53.360000,-1306.064697,-104.991737,0.000000,0.198385,-1.843232,182.014151
53.370000,-1306.283447,-105.000374,0.000000,0.196811,-1.843603,181.914362
53.380000,-1306.502197,-105.008621,0.000000,0.195242,-1.843926,181.814559
53.390000,-1306.720947,-105.016479,0.000000,0.193679,-1.844202,181.714757
53.400000,-1306.939697,-105.023964,0.000000,0.192122,-1.844434,181.614940
53.410000,-1307.158325,-105.031059,0.000000,0.190570,-1.844623,181.515124
53.420000,-1307.377075,-105.037766,0.000000,0.189025,-1.844772,181.415308
53.430000,-1307.595825,-105.044098,0.000000,0.187487,-1.844883,181.315478
53.440000,-1307.814453,-105.050041,0.000000,0.185956,-1.844959,181.215647
53.450000,-1308.033081,-105.055595,0.000000,0.184432,-1.845000,181.115804
53.460000,-1308.251831,-105.060776,0.000000,0.182917,-1.845009,181.015974
53.470000,-1308.470459,-105.065567,0.000000,0.181411,-1.844987,180.916130
53.480000,-1308.689087,-105.069977,0.000000,0.179913,-1.844937,180.816286
53.490000,-1308.907715,-105.073997,0.000000,0.178424,-1.844861,180.716443
53.500000,-1309.126221,-105.077637,0.000000,0.176943,-1.844759,180.616599
53.510000,-1309.344849,-105.080894,0.000000,0.175471,-1.844633,180.516755
53.520000,-1309.563477,-105.083763,0.000000,0.174007,-1.844485,180.416911
53.530000,-1309.781982,-105.086258,0.000000,0.172552,-1.844316,180.317081
53.540000,-1310.000488,-105.088364,0.000000,0.171104,-1.844127,180.217238
53.550000,-1310.218994,-105.090080,0.000000,0.169663,-1.843919,180.117408
53.560000,-1310.437500,-105.091423,0.000000,0.168230,-1.843694,180.017578
53.570000,-1310.656006,-105.092377,0.000000,0.166804,-1.843452,179.917748
53.580000,-1310.874512,-105.092949,0.000000,0.165385,-1.843195,179.817931
53.590000,-1311.093018,-105.093140,0.000000,0.163973,-1.842923,179.718115
53.600000,-1311.311401,-105.092941,0.000000,0.162569,-1.842638,179.618312
53.610000,-1311.529785,-105.092369,0.000000,0.161172,-1.842340,179.518523
53.620000,-1311.748291,-105.091408,0.000000,0.159783,-1.842030,179.418734
53.630000,-1311.966675,-105.090065,0.000000,0.158401,-1.841709,179.318945
53.640000,-1312.184937,-105.088333,0.000000,0.157028,-1.841376,179.219169
53.650000,-1312.403320,-105.086227,0.000000,0.155662,-1.841032,179.119421
53.660000,-1312.621704,-105.083740,0.000000,0.154303,-1.840678,179.019660
53.670000,-1312.839966,-105.080864,0.000000,0.152952,-1.840314,178.919925
53.680000,-1313.058228,-105.077606,0.000000,0.151608,-1.839941,178.820204
53.690000,-1313.276489,-105.073967,0.000000,0.150272,-1.839558,178.720484
53.700000,-1313.494751,-105.069946,0.000000,0.148943,-1.839166,178.620790
53.710000,-1313.713013,-105.065544,0.000000,0.147620,-1.838764,178.521110
53.720000,-1313.931152,-105.060760,0.000000,0.146305,-1.838354,178.421431
53.730000,-1314.149414,-105.055595,0.000000,0.144996,-1.837936,178.321778
53.740000,-1314.367554,-105.050049,0.000000,0.143693,-1.837509,178.222139
53.750000,-1314.585693,-105.044121,0.000000,0.142398,-1.837074,178.122514
53.760000,-1314.803833,-105.037811,0.000000,0.141110,-1.836631,178.022916
53.770000,-1315.021851,-105.031120,0.000000,0.139829,-1.836180,177.923332
53.780000,-1315.239990,-105.024048,0.000000,0.138556,-1.835721,177.823762
53.790000,-1315.458008,-105.016594,0.000000,0.137290,-1.835254,177.724205
53.800000,-1315.676025,-105.008759,0.000000,0.136031,-1.834780,177.624675
53.810000,-1315.894043,-105.000542,0.000000,0.134781,-1.834298,177.525160
53.820000,-1316.112061,-104.991943,0.000000,0.133537,-1.833809,177.425671
53.830000,-1316.329956,-104.982971,0.000000,0.132300,-1.833312,177.326210
53.840000,-1316.547852,-104.973610,0.000000,0.131070,-1.832808,177.226749
53.850000,-1316.765747,-104.963875,0.000000,0.129846,-1.832297,177.127328
53.860000,-1316.983643,-104.953758,0.000000,0.128628,-1.831780,177.027922
53.870000,-1317.201538,-104.943260,0.000000,0.127416,-1.831255,176.928529
53.880000,-1317.419312,-104.932381,0.000000,0.126210,-1.830724,176.829177
53.890000,-1317.637085,-104.921127,0.000000,0.125008,-1.830187,176.729839
53.900000,-1317.854858,-104.909485,0.000000,0.123811,-1.829643,176.630514
53.910000,-1318.072632,-104.897469,0.000000,0.122620,-1.829094,176.531230
53.920000,-1318.290283,-104.885078,0.000000,0.121433,-1.828540,176.431960
53.930000,-1318.508057,-104.872299,0.000000,0.120252,-1.827980,176.332718
53.940000,-1318.725708,-104.859146,0.000000,0.119076,-1.827415,176.233502
53.950000,-1318.943237,-104.845612,0.000000,0.117905,-1.826845,176.134301
53.960000,-1319.160889,-104.831703,0.000000,0.116739,-1.826271,176.035140
53.970000,-1319.378418,-104.817413,0.000000,0.115579,-1.825692,175.935993
53.980000,-1319.595947,-104.802750,0.000000,0.114425,-1.825108,175.836873
53.990000,-1319.813477,-104.787697,0.000000,0.113275,-1.824520,175.737781
54.000000,-1320.030884,-104.772278,0.000000,0.112131,-1.823928,175.638716
54.010000,-1320.248413,-104.756470,0.000000,0.110993,-1.823332,175.539678
54.020000,-1320.465820,-104.740295,0.000000,0.109859,-1.822732,175.440668
54.030000,-1320.683105,-104.723732,0.000000,0.108731,-1.822128,175.341685
54.040000,-1320.900513,-104.706802,0.000000,0.107607,-1.821520,175.242729
54.050000,-1321.117798,-104.689484,0.000000,0.106489,-1.820909,175.143800
54.060000,-1321.335083,-104.671799,0.000000,0.105376,-1.820294,175.044886
54.070000,-1321.552368,-104.653732,0.000000,0.104267,-1.819676,174.946012
54.080000,-1321.769531,-104.635284,0.000000,0.103163,-1.819055,174.847165
54.090000,-1321.986694,-104.616463,0.000000,0.102064,-1.818431,174.748346
54.100000,-1322.203857,-104.597267,0.000000,0.100971,-1.817804,174.649554
54.110000,-1322.420898,-104.577698,0.000000,0.099882,-1.817174,174.550790
54.120000,-1322.637939,-104.557747,0.000000,0.098798,-1.816542,174.452052
54.130000,-1322.854980,-104.537415,0.000000,0.097720,-1.815908,174.353343
54.140000,-1323.072021,-104.516716,0.000000,0.096647,-1.815271,174.254660
54.150000,-1323.288940,-104.495636,0.000000,0.095579,-1.814631,174.156018
54.160000,-1323.505859,-104.474182,0.000000,0.094516,-1.813989,174.057390
54.170000,-1323.722778,-104.452354,0.000000,0.093459,-1.813345,173.958803
54.180000,-1323.939575,-104.430153,0.000000,0.092407,-1.812699,173.860230
54.190000,-1324.156494,-104.407570,0.000000,0.091359,-1.812051,173.761698
54.200000,-1324.373169,-104.384613,0.000000,0.090317,-1.811401,173.663193
54.210000,-1324.589966,-104.361290,0.000000,0.089280,-1.810749,173.564715
54.220000,-1324.806641,-104.337585,0.000000,0.088247,-1.810095,173.466279
54.230000,-1325.023315,-104.313507,0.000000,0.087219,-1.809440,173.367856
54.240000,-1325.239868,-104.289047,0.000000,0.086196,-1.808783,173.269473
54.250000,-1325.456421,-104.264221,0.000000,0.085177,-1.808124,173.171119
54.260000,-1325.672974,-104.239021,0.000000,0.084163,-1.807464,173.072791
54.270000,-1325.889526,-104.213448,0.000000,0.083152,-1.806802,172.974491
54.280000,-1326.105957,-104.187500,0.000000,0.082147,-1.806139,172.876232
54.290000,-1326.322388,-104.161179,0.000000,0.081145,-1.805475,172.778000
54.300000,-1326.538696,-104.134483,0.000000,0.080148,-1.804809,172.679796
54.310000,-1326.755005,-104.107414,0.000000,0.079156,-1.804142,172.581632
54.320000,-1326.971313,-104.079971,0.000000,0.078168,-1.803473,172.483496
54.330000,-1327.187500,-104.052155,0.000000,0.077184,-1.802804,172.385387
54.340000,-1327.403687,-104.023972,0.000000,0.076205,-1.802133,172.287306
54.350000,-1327.619873,-103.995415,0.000000,0.075231,-1.801461,172.189265
54.360000,-1327.835938,-103.966484,0.000000,0.074260,-1.800787,172.091266
54.370000,-1328.052002,-103.937180,0.000000,0.073294,-1.800112,171.993294
54.380000,-1328.268066,-103.907501,0.000000,0.072333,-1.799436,171.895349
54.390000,-1328.484009,-103.877457,0.000000,0.071375,-1.798758,171.797431
54.400000,-1328.699951,-103.847038,0.000000,0.070422,-1.798079,171.699568
54.410000,-1328.915771,-103.816246,0.000000,0.069472,-1.797399,171.601719
54.420000,-1329.131592,-103.785088,0.000000,0.068526,-1.796717,171.503910
54.430000,-1329.347412,-103.753555,0.000000,0.067585,-1.796033,171.406143
54.440000,-1329.563110,-103.721649,0.000000,0.066646,-1.795348,171.308403
54.450000,-1329.778809,-103.689377,0.000000,0.065712,-1.794661,171.210704
54.460000,-1329.994385,-103.656731,0.000000,0.064780,-1.793973,171.113046
54.470000,-1330.209961,-103.623718,0.000000,0.063853,-1.793283,171.015415
54.480000,-1330.425537,-103.590332,0.000000,0.062928,-1.792591,170.917812
54.490000,-1330.640991,-103.556580,0.000000,0.062007,-1.791898,170.820263
54.500000,-1330.856445,-103.522453,0.000000,0.061090,-1.791203,170.722742
54.510000,-1331.071899,-103.487961,0.000000,0.060176,-1.790506,170.625261
54.520000,-1331.287231,-103.453094,0.000000,0.059266,-1.789807,170.527808
54.530000,-1331.502441,-103.417870,0.000000,0.058359,-1.789107,170.430410
54.540000,-1331.717651,-103.382263,0.000000,0.057456,-1.788404,170.333038
54.550000,-1331.932861,-103.346298,0.000000,0.056556,-1.787699,170.235708
54.560000,-1332.147949,-103.309959,0.000000,0.055660,-1.786992,170.138419
54.570000,-1332.363037,-103.273254,0.000000,0.054767,-1.786282,170.041157
54.580000,-1332.578125,-103.236176,0.000000,0.053877,-1.785571,169.943950
54.590000,-1332.793091,-103.198738,0.000000,0.052991,-1.784856,169.846770
54.600000,-1333.007935,-103.160927,0.000000,0.052108,-1.784139,169.749645
54.610000,-1333.222900,-103.122749,0.000000,0.051228,-1.783420,169.652547
54.620000,-1333.437622,-103.084206,0.000000,0.050351,-1.782698,169.555503
54.630000,-1333.652344,-103.045288,0.000000,0.049477,-1.781973,169.458487
54.640000,-1333.867065,-103.006012,0.000000,0.048606,-1.781245,169.361526
54.650000,-1334.081787,-102.966362,0.000000,0.047738,-1.780514,169.264592
54.660000,-1334.296265,-102.926353,0.000000,0.046873,-1.779781,169.167713
54.670000,-1334.510864,-102.885971,0.000000,0.046010,-1.779045,169.070874
54.680000,-1334.725342,-102.845230,0.000000,0.045150,-1.778305,168.974063
54.690000,-1334.939697,-102.804123,0.000000,0.044293,-1.777563,168.877320
54.700000,-1335.154053,-102.762642,0.000000,0.043438,-1.776818,168.780605
54.710000,-1335.368408,-102.720802,0.000000,0.042585,-1.776069,168.683930
54.720000,-1335.582642,-102.678596,0.000000,0.041736,-1.775318,168.587310
54.730000,-1335.796753,-102.636024,0.000000,0.040889,-1.774563,168.490731
54.740000,-1336.010864,-102.593086,0.000000,0.040045,-1.773805,168.394207
54.750000,-1336.224976,-102.549782,0.000000,0.039204,-1.773044,168.297710
54.760000,-1336.438965,-102.506119,0.000000,0.038366,-1.772279,168.201268
54.770000,-1336.652954,-102.462090,0.000000,0.037530,-1.771511,168.104880
